song_name,link
Mean (Taylor’s Version),https://genius.com/Taylor-swift-mean-taylors-version-lyrics
The Fate of Ophelia (Track by Track),https://genius.com/Taylor-swift-the-fate-of-ophelia-track-by-track-annotated
Last Christmas,https://genius.com/Taylor-swift-last-christmas-lyrics
You Are In Love (Taylor’s Version),https://genius.com/Taylor-swift-you-are-in-love-taylors-version-lyrics
Sparks Fly (Taylor’s Version),https://genius.com/Taylor-swift-sparks-fly-taylors-version-lyrics
Change (Taylor’s Version),https://genius.com/Taylor-swift-change-taylors-version-lyrics
Out Of The Woods (Taylor’s Version),https://genius.com/Taylor-swift-out-of-the-woods-taylors-version-lyrics
Superstar (Taylor’s Version),https://genius.com/Taylor-swift-superstar-taylors-version-lyrics
Welcome To New York (Taylor’s Version),https://genius.com/Taylor-swift-welcome-to-new-york-taylors-version-lyrics
The Eras Tour Outfits,https://genius.com/Taylor-swift-the-eras-tour-outfits-annotated
I Know Places (Voice Memo),https://genius.com/Taylor-swift-i-know-places-voice-memo-lyrics
Come In With The Rain (Taylor’s Version),https://genius.com/Taylor-swift-come-in-with-the-rain-taylors-version-lyrics
1989 (Taylor’s Version) [Prologue],https://genius.com/Taylor-swift-1989-taylors-version-prologue-annotated
The Story Of Us (Taylor’s Version),https://genius.com/Taylor-swift-the-story-of-us-taylors-version-lyrics
Drama Queen,https://genius.com/Taylor-swift-drama-queen-lyrics
Blank Space (Voice Memo),https://genius.com/Taylor-swift-blank-space-voice-memo-lyrics
Last Kiss (Taylor’s Version),https://genius.com/Taylor-swift-last-kiss-taylors-version-lyrics
The Life of a Showgirl Intro,https://genius.com/Taylor-swift-the-life-of-a-showgirl-intro-annotated
Shake It Off (Taylor’s Version),https://genius.com/Taylor-swift-shake-it-off-taylors-version-lyrics
Haunted (Taylor’s Version),https://genius.com/Taylor-swift-haunted-taylors-version-lyrics
Never Grow Up (Taylor’s Version),https://genius.com/Taylor-swift-never-grow-up-taylors-version-lyrics
Speak Now Tour Setlist,https://genius.com/Taylor-swift-speak-now-tour-setlist-lyrics
Sweeter Than Fiction,https://genius.com/Taylor-swift-sweeter-than-fiction-lyrics
I Know Places (Taylor’s Version),https://genius.com/Taylor-swift-i-know-places-taylors-version-lyrics
New Romantics (Taylor’s Version),https://genius.com/Taylor-swift-new-romantics-taylors-version-lyrics
Elizabeth Taylor (Track by Track),https://genius.com/Taylor-swift-elizabeth-taylor-track-by-track-annotated
Father Figure (Track by Track),https://genius.com/Taylor-swift-father-figure-track-by-track-annotated
I Heart ?,https://genius.com/Taylor-swift-i-heart-lyrics
Bad Blood (Taylor’s Version),https://genius.com/Taylor-swift-bad-blood-taylors-version-lyrics
Innocent (Taylor’s Version),https://genius.com/Taylor-swift-innocent-taylors-version-lyrics
Actually Romantic (Track by Track),https://genius.com/Taylor-swift-actually-romantic-track-by-track-annotated
Wonderland (Taylor’s Version),https://genius.com/Taylor-swift-wonderland-taylors-version-lyrics
Bad Blood (Remix) (Taylor’s Version),https://genius.com/Taylor-swift-bad-blood-remix-taylors-version-lyrics
folklore [Foreword],https://genius.com/Taylor-swift-folklore-foreword-annotated
Ours (Taylor’s Version),https://genius.com/Taylor-swift-ours-taylors-version-lyrics
1989 Tour Setlist,https://genius.com/Taylor-swift-1989-tour-setlist-lyrics
Monologue Song (La La La),https://genius.com/Taylor-swift-monologue-song-la-la-la-lyrics
I Wish You Would (Taylor’s Version),https://genius.com/Taylor-swift-i-wish-you-would-taylors-version-lyrics
Opalite (Track by Track),https://genius.com/Taylor-swift-opalite-track-by-track-annotated
A Place In This World (Live from SoHo),https://genius.com/Taylor-swift-a-place-in-this-world-live-from-soho-lyrics
All You Had To Do Was Stay (Taylor’s Version),https://genius.com/Taylor-swift-all-you-had-to-do-was-stay-taylors-version-lyrics
Macavity,https://genius.com/Taylor-swift-macavity-lyrics
Meet me at midnight,https://genius.com/Taylor-swift-meet-me-at-midnight-annotated
Superman (Taylor’s Version),https://genius.com/Taylor-swift-superman-taylors-version-lyrics
Red,https://genius.com/Fifth-harmony-red-lyrics
Wood (Clean Version),https://genius.com/Taylor-swift-wood-clean-version-lyrics
Blank Space,https://genius.com/I-prevail-blank-space-lyrics
If This Was a Movie (Taylor’s Version),https://genius.com/Taylor-swift-if-this-was-a-movie-taylors-version-lyrics
Sweet Tea and God’s Graces,https://genius.com/Taylor-swift-sweet-tea-and-gods-graces-lyrics
R.E.V.E.N.G.E.,https://genius.com/Taylor-swift-revenge-lyrics
Dark Blue Tennessee,https://genius.com/Taylor-swift-dark-blue-tennessee-lyrics
Need You Now,https://genius.com/Taylor-swift-need-you-now-lyrics
A Monster In My Closet!,https://genius.com/Taylor-swift-a-monster-in-my-closet-annotated
Kanye West & Taylor Swift’s ‘Famous’ Lyric Phone Conversation,https://genius.com/Kanye-west-kanye-west-and-taylor-swifts-famous-lyric-phone-conversation-annotated
Beautiful Eyes,https://genius.com/Taylor-swift-beautiful-eyes-lyrics
Eldest Daughter (Track by Track),https://genius.com/Taylor-swift-eldest-daughter-track-by-track-annotated
Wood (Track by Track),https://genius.com/Taylor-swift-wood-track-by-track-annotated
How You Get The Girl (Taylor’s Version),https://genius.com/Taylor-swift-how-you-get-the-girl-taylors-version-lyrics
Fearless [Liner Notes],https://genius.com/Taylor-swift-fearless-liner-notes-annotated
Ruin The Friendship (Track by Track),https://genius.com/Taylor-swift-ruin-the-friendship-track-by-track-annotated
Didn’t They,https://genius.com/Taylor-swift-didnt-they-lyrics
Red Tour Outfits,https://genius.com/Taylor-swift-red-tour-outfits-annotated
State Of Grace (Acoustic Version) (Taylor’s Version),https://genius.com/Taylor-swift-state-of-grace-acoustic-version-taylors-version-lyrics
Permanent Marker,https://genius.com/Taylor-swift-permanent-marker-lyrics
Reputation Tour Setlist,https://genius.com/Taylor-swift-reputation-tour-setlist-annotated
Eyes Open (Taylor’s Version),https://genius.com/Taylor-swift-eyes-open-taylors-version-lyrics
Reputation Tour Outfits,https://genius.com/Taylor-swift-reputation-tour-outfits-annotated
Wi$h Li$t (Track by Track),https://genius.com/Taylor-swift-wi-h-li-t-track-by-track-annotated
CANCELLED! (Track by Track),https://genius.com/Taylor-swift-cancelled-track-by-track-annotated
Christmas Must Be Something More,https://genius.com/Taylor-swift-christmas-must-be-something-more-lyrics
Speak Now (Taylor’s Version) [Prologue],https://genius.com/Taylor-swift-speak-now-taylors-version-prologue-annotated
Father Figure (Clean Version),https://genius.com/Taylor-swift-father-figure-clean-version-lyrics
All Too Well (Sad Girl Autumn Version) - Recorded At Long Pond Studios,https://genius.com/Taylor-swift-all-too-well-sad-girl-autumn-version-recorded-at-long-pond-studios-lyrics
Long Live (Live/2011),https://genius.com/Taylor-swift-long-live-live-2011-lyrics
The Life of a Showgirl Outro,https://genius.com/Taylor-swift-the-life-of-a-showgirl-outro-annotated
Blank Space/Stand By Me (Live from Spotify London),https://genius.com/Imagine-dragons-blank-space-stand-by-me-live-from-spotify-london-lyrics
I Wish You Would (Voice Memo),https://genius.com/Taylor-swift-i-wish-you-would-voice-memo-lyrics
I’d Lie,https://genius.com/Taylor-swift-id-lie-lyrics
Album of the Year Acceptance Speech (Grammys 2016),https://genius.com/Taylor-swift-album-of-the-year-acceptance-speech-grammys-2016-annotated
Forever & Always (Piano Version) [Taylor’s Version],https://genius.com/Taylor-swift-forever-and-always-piano-version-taylors-version-lyrics
Better Than Revenge (Live/2011),https://genius.com/Taylor-swift-better-than-revenge-live-2011-lyrics
Evermore [Liner Notes],https://genius.com/Taylor-swift-evermore-liner-notes-annotated
The Life of a Showgirl (Track by Track),https://genius.com/Taylor-swift-the-life-of-a-showgirl-track-by-track-annotated
Dear John (Live/2011),https://genius.com/Taylor-swift-dear-john-live-2011-lyrics
Lover [Foreword],https://genius.com/Taylor-swift-lover-foreword-annotated
1989 World Tour Dates,https://genius.com/Taylor-swift-1989-world-tour-dates-annotated
Red Tour Setlist,https://genius.com/Taylor-swift-red-tour-setlist-lyrics
Enchanted (Live/2011),https://genius.com/Taylor-swift-enchanted-live-2011-lyrics
I Can Do It With a Broken Heart (Clean),https://genius.com/Taylor-swift-i-can-do-it-with-a-broken-heart-clean-lyrics
​betty (Radio Edit),https://genius.com/Taylor-swift-betty-radio-edit-lyrics
the lakes (original version),https://genius.com/Taylor-swift-the-lakes-original-version-lyrics
Fearless Tour Outfits,https://genius.com/Taylor-swift-fearless-tour-outfits-annotated
Clean Speeches,https://genius.com/Taylor-swift-clean-speeches-annotated
Christmases When You Were Mine,https://genius.com/Taylor-swift-christmases-when-you-were-mine-lyrics
The 1989 World Tour - Special Guests,https://genius.com/Taylor-swift-the-1989-world-tour-special-guests-annotated
Honey (Track by Track),https://genius.com/Taylor-swift-honey-track-by-track-annotated
Down Bad (Radio Edit),https://genius.com/Taylor-swift-down-bad-radio-edit-lyrics
Wildest Dreams / Enchanted,https://genius.com/Taylor-swift-wildest-dreams-enchanted-lyrics
Fearless Tour Setlist,https://genius.com/Taylor-swift-fearless-tour-setlist-lyrics
exile (the long pond studio sessions),https://genius.com/Taylor-swift-exile-the-long-pond-studio-sessions-lyrics
Speak Now Tour Outfits,https://genius.com/Taylor-swift-speak-now-tour-outfits-annotated
Shake It Off,https://genius.com/Reese-witherspoon-and-nick-kroll-shake-it-off-lyrics
All Too Well (10 Minute Version) [The Short Film],https://genius.com/Taylor-swift-all-too-well-10-minute-version-the-short-film-lyrics
The Trick to Holding On [Poem],https://genius.com/Taylor-swift-the-trick-to-holding-on-poem-annotated
Sunshine,https://genius.com/Taylor-swift-sunshine-lyrics
Teardrops on My Guitar (Pop Version),https://genius.com/Taylor-swift-teardrops-on-my-guitar-pop-version-lyrics
Angelina,https://genius.com/Taylor-swift-angelina-lyrics
Better Man,https://genius.com/Taylor-swift-better-man-lyrics
Me and Britney,https://genius.com/Taylor-swift-me-and-britney-lyrics
Can’t Stop Loving You (Live Lounge),https://genius.com/Taylor-swift-cant-stop-loving-you-live-lounge-lyrics
The Diary of Me,https://genius.com/Taylor-swift-the-diary-of-me-lyrics
The Smallest Man Who Ever Lived (Radio Edit),https://genius.com/Taylor-swift-the-smallest-man-who-ever-lived-radio-edit-lyrics
Safe & Sound (Taylor’s Version),https://genius.com/Taylor-swift-joy-williams-and-john-paul-white-safe-and-sound-taylors-version-lyrics
Never Mind,https://genius.com/Taylor-swift-never-mind-lyrics
Cruel Summer,https://genius.com/Kidz-bop-kids-cruel-summer-lyrics
Anti-Hero,https://genius.com/Kidz-bop-kids-anti-hero-lyrics
Brought Up That Way,https://genius.com/Taylor-swift-brought-up-that-way-lyrics
The Eras Tour Surprise Songs Mashups,https://genius.com/Taylor-swift-the-eras-tour-surprise-songs-mashups-annotated
Acting Like a Boy*,https://genius.com/Taylor-swift-acting-like-a-boy-lyrics
Wi$h Li$t (Clean Version),https://genius.com/Taylor-swift-wi-h-li-t-clean-version-lyrics
august (the long pond studio sessions),https://genius.com/Taylor-swift-august-the-long-pond-studio-sessions-lyrics
Long Live/New Year’s Day,https://genius.com/Taylor-swift-long-live-new-years-day-lyrics
This Is Really Happening,https://genius.com/Taylor-swift-this-is-really-happening-lyrics
Three Sad Virgins,https://genius.com/Please-dont-destroy-three-sad-virgins-lyrics
Style,https://genius.com/Ryan-adams-style-lyrics
Mine,https://genius.com/Glee-cast-mine-lyrics
Tim McGraw,https://genius.com/Maggie-rogers-tim-mcgraw-lyrics
Long Time Going,https://genius.com/Taylor-swift-long-time-going-lyrics
What Do You Say,https://genius.com/Taylor-swift-what-do-you-say-lyrics
Today Was a Fairytale,https://genius.com/Taylor-swift-today-was-a-fairytale-lyrics
Forever & Always (Piano Version),https://genius.com/Taylor-swift-forever-and-always-piano-version-lyrics
Actually Romantic (Clean Version),https://genius.com/Taylor-swift-actually-romantic-clean-version-lyrics
Welcome Distraction,https://genius.com/Taylor-swift-welcome-distraction-lyrics
loml (Radio Edit),https://genius.com/Taylor-swift-loml-radio-edit-lyrics
All Because of Ellen,https://genius.com/Taylor-swift-and-zac-efron-all-because-of-ellen-lyrics
American Boy,https://genius.com/Taylor-swift-american-boy-lyrics
1989 World Tour Outfits,https://genius.com/Taylor-swift-1989-world-tour-outfits-annotated
All Night Diner,https://genius.com/Taylor-swift-all-night-diner-lyrics
Better Off,https://genius.com/Taylor-swift-better-off-lyrics
2022 New York University Commencement Speech,https://genius.com/Taylor-swift-2022-new-york-university-commencement-speech-annotated
Santa Baby,https://genius.com/Taylor-swift-santa-baby-lyrics
Wait for Me,https://genius.com/Taylor-swift-wait-for-me-lyrics
Drops of Jupiter (Live/2011),https://genius.com/Taylor-swift-drops-of-jupiter-live-2011-lyrics
But Daddy I Love Him (Radio Edit),https://genius.com/Taylor-swift-but-daddy-i-love-him-radio-edit-lyrics
Stupid Boy,https://genius.com/Taylor-swift-stupid-boy-lyrics
Back to December (Acoustic),https://genius.com/Taylor-swift-back-to-december-acoustic-lyrics
State of Grace (Acoustic Version),https://genius.com/Taylor-swift-state-of-grace-acoustic-version-lyrics
In the Pouring Rain,https://genius.com/Taylor-swift-in-the-pouring-rain-lyrics
Just South of Knowing Why,https://genius.com/Taylor-swift-just-south-of-knowing-why-lyrics
I Did Something Bad (Reputation Tour Remix),https://genius.com/Taylor-swift-i-did-something-bad-reputation-tour-remix-lyrics
Smokey Black Nights,https://genius.com/Taylor-swift-smokey-black-nights-lyrics
Live for the Little Things,https://genius.com/Taylor-swift-live-for-the-little-things-lyrics
Your Anything,https://genius.com/Taylor-swift-your-anything-lyrics
30 Things I Learned Before Turning 30,https://genius.com/Taylor-swift-30-things-i-learned-before-turning-30-annotated
By The Way,https://genius.com/Taylor-swift-by-the-way-lyrics
Love Story (Taylor’s Version) [Elvira Remix],https://genius.com/Taylor-swift-love-story-taylors-version-elvira-remix-lyrics
"You’re On Your Own, Kid (Strings Remix)",https://genius.com/Taylor-swift-youre-on-your-own-kid-strings-remix-lyrics
Shake It Off,https://genius.com/Kidz-bop-kids-shake-it-off-lyrics
Lover,https://genius.com/Niall-horan-lover-lyrics
Til Brad Pitt Comes Along,https://genius.com/Taylor-swift-til-brad-pitt-comes-along-lyrics
MENTAL BREAKDOWN,https://genius.com/Yung-beef-mental-breakdown-lyrics
Taylor Swift’s Reputation (Reputation Tour Intro),https://genius.com/Taylor-swift-taylor-swifts-reputation-reputation-tour-intro-lyrics
I Need You Now,https://genius.com/Taylor-swift-i-need-you-now-lyrics
10 Dollars and a 6 Pack,https://genius.com/Taylor-swift-10-dollars-and-a-6-pack-lyrics
Gracie,https://genius.com/Taylor-swift-gracie-lyrics
Best Days of Your Life,https://genius.com/Kellie-pickler-best-days-of-your-life-lyrics
Look What You Made Me Do,https://genius.com/Kidz-bop-kids-look-what-you-made-me-do-lyrics
Look What You Made Me Do,https://genius.com/Jack-leopards-and-the-dolphin-club-look-what-you-made-me-do-lyrics
Sing 2 Audition Medley,https://genius.com/Sing-2-cast-sing-2-audition-medley-lyrics
Bad Blood/Should’ve Said No,https://genius.com/Taylor-swift-bad-blood-shouldve-said-no-lyrics
Thirteen Blocks (Can’t Call It Love),https://genius.com/Taylor-swift-thirteen-blocks-cant-call-it-love-lyrics
Lucky You,https://genius.com/Taylor-swift-lucky-you-lyrics
The Eras Tour Special Guests,https://genius.com/Taylor-swift-the-eras-tour-special-guests-annotated
The Making Of A Song - ‘Gorgeous’,https://genius.com/Taylor-swift-the-making-of-a-song-gorgeous-lyrics
Taylor Swift: The Complete Eras Megamix,https://genius.com/Joseph-james-dj-taylor-swift-the-complete-eras-megamix-lyrics
I Hate It Here (The Lakes - Live from Cardiff),https://genius.com/Taylor-swift-i-hate-it-here-the-lakes-live-from-cardiff-lyrics
Beautiful Ghosts (Victoria’s Song),https://genius.com/Francesca-hayward-beautiful-ghosts-victorias-song-lyrics
White Christmas,https://genius.com/Taylor-swift-white-christmas-lyrics
“Bad Blood” Video Breakdown,https://genius.com/Taylor-swift-bad-blood-video-breakdown-annotated
Thinkin’ ’Bout You,https://genius.com/Taylor-swift-thinkin-bout-you-lyrics
“Slut!” (Acoustic Version) (Taylor’s Version),https://genius.com/Taylor-swift-slut-acoustic-version-taylors-version-lyrics
Am I Ready for Love,https://genius.com/Taylor-swift-am-i-ready-for-love-lyrics
Your Face,https://genius.com/Taylor-swift-your-face-lyrics
Cruel Summer (Live from TS | The Eras Tour),https://genius.com/Taylor-swift-cruel-summer-live-from-ts-the-eras-tour-lyrics
Honey Baby,https://genius.com/Taylor-swift-honey-baby-lyrics
Matches,https://genius.com/Taylor-swift-matches-lyrics
Picture to Burn (Live From SoHo),https://genius.com/Taylor-swift-picture-to-burn-live-from-soho-lyrics
The Bolter (Radio Edit),https://genius.com/Taylor-swift-the-bolter-radio-edit-lyrics
my tears ricochet (the long pond studio sessions),https://genius.com/Taylor-swift-my-tears-ricochet-the-long-pond-studio-sessions-lyrics
You Don’t Have to Call Me,https://genius.com/Taylor-swift-you-dont-have-to-call-me-lyrics
Firefly,https://genius.com/Taylor-swift-firefly-lyrics
Being with My Baby,https://genius.com/Taylor-swift-being-with-my-baby-lyrics
Treacherous (Original Demo Recording),https://genius.com/Taylor-swift-treacherous-original-demo-recording-lyrics
Style / Love Story / You Belong With Me,https://genius.com/Taylor-swift-style-love-story-you-belong-with-me-lyrics
Silent Night,https://genius.com/Taylor-swift-silent-night-lyrics
The Life of a Showgirl [Liner Notes],https://genius.com/Taylor-swift-the-life-of-a-showgirl-liner-notes-lyrics
Her,https://genius.com/Taylor-swift-her-lyrics
Delicate Speeches,https://genius.com/Taylor-swift-delicate-speeches-annotated
A Look Behind the Curtain,https://genius.com/Taylor-swift-a-look-behind-the-curtain-lyrics
Blank_Space,https://genius.com/The-eden-project-blank-space-lyrics
“Songs Taylor Loves” Playlist,https://genius.com/Taylor-swift-songs-taylor-loves-playlist-annotated
Tell Me,https://genius.com/Taylor-swift-tell-me-lyrics
In Summation [Poem],https://genius.com/Taylor-swift-in-summation-poem-annotated
Baby,https://genius.com/Taylor-swift-baby-lyrics
My Cure,https://genius.com/Taylor-swift-my-cure-lyrics
Family,https://genius.com/Taylor-swift-family-lyrics
1989 Interview with Paul McGuire,https://genius.com/Taylor-swift-1989-interview-with-paul-mcguire-annotated
Closest to a Cowboy,https://genius.com/Taylor-swift-closest-to-a-cowboy-lyrics
Who I’ve Always Been,https://genius.com/Taylor-swift-who-ive-always-been-lyrics
American Girl,https://genius.com/Taylor-swift-american-girl-lyrics
willow (lonely witch version),https://genius.com/Taylor-swift-willow-lonely-witch-version-lyrics
I Want You Back (Live/2011),https://genius.com/Taylor-swift-i-want-you-back-live-2011-lyrics
Midnights [Liner Notes],https://genius.com/Taylor-swift-midnights-liner-notes-annotated
Carolina (Video Version),https://genius.com/Taylor-swift-carolina-video-version-lyrics
ME!,https://genius.com/Kidz-bop-kids-me-lyrics
I Forgot That You Existed (Piano/Vocal),https://genius.com/Taylor-swift-i-forgot-that-you-existed-piano-vocal-annotated
Breathless,https://genius.com/Taylor-swift-breathless-lyrics
TMZ,https://genius.com/Weird-al-yankovic-tmz-lyrics
What To Wear,https://genius.com/Taylor-swift-what-to-wear-lyrics
Who’s Afraid Of Little Old Me? (First Draft Phone Memo),https://genius.com/Taylor-swift-whos-afraid-of-little-old-me-first-draft-phone-memo-lyrics
Taylor Swift’s First Phone Call With Tim McGraw,https://genius.com/Taylor-swift-taylor-swifts-first-phone-call-with-tim-mcgraw-annotated
Teardrops On My Guitar (Alternate Demo),https://genius.com/Taylor-swift-teardrops-on-my-guitar-alternate-demo-lyrics
You Belong With Me,https://genius.com/For-all-those-sleeping-you-belong-with-me-lyrics
Lover (First Dance Remix),https://genius.com/Taylor-swift-lover-first-dance-remix-lyrics
Writing Songs About You,https://genius.com/Taylor-swift-writing-songs-about-you-lyrics
Love Story (Digital Dog Remix),https://genius.com/Taylor-swift-love-story-digital-dog-remix-lyrics
I Wished on a Plane,https://genius.com/Taylor-swift-i-wished-on-a-plane-lyrics
Ten Dollars and a Six Pack,https://genius.com/Taylor-swift-ten-dollars-and-a-six-pack-lyrics
Love Story,https://genius.com/Disco-lines-love-story-lyrics
That’s Life,https://genius.com/Taylor-swift-thats-life-lyrics
Artist Archive: Taylor Swift,https://genius.com/Genius-artist-archive-taylor-swift-annotated
Don’t Hate Me for Loving You,https://genius.com/Taylor-swift-dont-hate-me-for-loving-you-lyrics
Sugar,https://genius.com/Taylor-swift-sugar-lyrics
Speak Now (Live/2011),https://genius.com/Taylor-swift-speak-now-live-2011-lyrics
For You (4 U),https://genius.com/Taylor-swift-for-you-4-u-lyrics
You Do,https://genius.com/Taylor-swift-you-do-lyrics
"Baby, Don’t You Break My Heart Slow",https://genius.com/Taylor-swift-baby-dont-you-break-my-heart-slow-lyrics
Point of View,https://genius.com/Taylor-swift-point-of-view-lyrics
Cardigan (alt version),https://genius.com/Taylor-swift-cardigan-alt-version-lyrics
Making Up for Lost Love,https://genius.com/Taylor-swift-making-up-for-lost-love-lyrics
Riptide,https://genius.com/Taylor-swift-riptide-lyrics
Lucky You (Acoustic),https://genius.com/Taylor-swift-lucky-you-acoustic-lyrics
Clean/Long Live/New Year’s Day,https://genius.com/Taylor-swift-clean-long-live-new-years-day-lyrics
Perfect Have I Loved,https://genius.com/Taylor-swift-perfect-have-i-loved-lyrics
Ain’t Nothing ’Bout You,https://genius.com/Taylor-swift-aint-nothing-bout-you-lyrics
Haunted (Live/2011),https://genius.com/Taylor-swift-haunted-live-2011-lyrics
​cardigan (cabin in candlelight version),https://genius.com/Taylor-swift-cardigan-cabin-in-candlelight-version-lyrics
Animal,https://genius.com/Taylor-swift-animal-lyrics
My Turn to Be Me,https://genius.com/Taylor-swift-my-turn-to-be-me-lyrics
cardigan (the long pond studio sessions),https://genius.com/Taylor-swift-cardigan-the-long-pond-studio-sessions-lyrics
I Knew You Were Trouble,https://genius.com/We-came-as-romans-i-knew-you-were-trouble-lyrics
Love Story (Sad Version),https://genius.com/Sarah-cothran-love-story-sad-version-lyrics
Sweet Nothing (Piano Remix),https://genius.com/Taylor-swift-sweet-nothing-piano-remix-lyrics
Don’t Blame Me (Originally By Taylor Swift),https://genius.com/Elijah-graham-dont-blame-me-originally-by-taylor-swift-lyrics
The Fate of Ophelia (Clean Version),https://genius.com/Taylor-swift-the-fate-of-ophelia-clean-version-lyrics
Blank Space,https://genius.com/Ryan-adams-blank-space-lyrics
the 1 (the long pond studio sessions),https://genius.com/Taylor-swift-the-1-the-long-pond-studio-sessions-lyrics
willow (dancing witch version) [Elvira Remix],https://genius.com/Taylor-swift-willow-dancing-witch-version-elvira-remix-lyrics
Lover (Piano/Vocal),https://genius.com/Taylor-swift-lover-piano-vocal-annotated
City of Lover: Setlist,https://genius.com/Taylor-swift-city-of-lover-setlist-annotated
The Black Dog (First Draft Phone Memo),https://genius.com/Taylor-swift-the-black-dog-first-draft-phone-memo-lyrics
End Game (Solo Version),https://genius.com/Taylor-swift-end-game-solo-version-lyrics
I Used to Fly,https://genius.com/Taylor-swift-i-used-to-fly-lyrics
Our Last Night,https://genius.com/Taylor-swift-our-last-night-lyrics
Cross My Heart,https://genius.com/Taylor-swift-cross-my-heart-lyrics
Eldest Daughter (Clean Version),https://genius.com/Taylor-swift-eldest-daughter-clean-version-lyrics
Cornelia Street (Live from Paris),https://genius.com/Taylor-swift-cornelia-street-live-from-paris-lyrics
Same Girl,https://genius.com/Taylor-swift-same-girl-lyrics
Karma (Clean),https://genius.com/Taylor-swift-karma-clean-lyrics
The Future of Music Is a Love Story,https://genius.com/Taylor-swift-the-future-of-music-is-a-love-story-lyrics
We Are Never Ever Getting Back Together/This Is Why We Can’t Have Nice Things,https://genius.com/Taylor-swift-we-are-never-ever-getting-back-together-this-is-why-we-cant-have-nice-things-lyrics
Mandolin,https://genius.com/Taylor-swift-mandolin-lyrics
I Know What I Want,https://genius.com/Taylor-swift-i-know-what-i-want-lyrics
Should’ve Said No (Alternate Version),https://genius.com/Taylor-swift-shouldve-said-no-alternate-version-lyrics
Love Story,https://genius.com/Black-midi-love-story-lyrics
Father Figure (Original Songwriting Voice Memo),https://genius.com/Taylor-swift-father-figure-original-songwriting-voice-memo-lyrics
One Way Ticket (Eruption),https://genius.com/Taylor-swift-one-way-ticket-eruption-lyrics
...Ready for It? (BloodPop® Remix),https://genius.com/Taylor-swift-ready-for-it-bloodpop-remix-lyrics
cardigan / august / willow (Live From The 63rd GRAMMYs ® / 2021),https://genius.com/Taylor-swift-cardigan-august-willow-live-from-the-63rd-grammys-2021-lyrics
​willow (90's trend remix),https://genius.com/Taylor-swift-willow-90s-trend-remix-lyrics
Blank Space,https://genius.com/Our-last-night-blank-space-lyrics
The Life of a Showgirl (Original Songwriting Voice Memo / Act 1),https://genius.com/Taylor-swift-the-life-of-a-showgirl-original-songwriting-voice-memo-act-1-lyrics
Wildest Dreams,https://genius.com/Ryan-adams-wildest-dreams-lyrics
Love to Lose,https://genius.com/Taylor-swift-love-to-lose-lyrics
"Sugar, We’re Goin Down",https://genius.com/Taylor-swift-sugar-were-goin-down-lyrics
"Fearless/I’m Yours/Hey, Soul Sister (Live/2011)",https://genius.com/Taylor-swift-fearless-im-yours-hey-soul-sister-live-2011-lyrics
Safe and Sound,https://genius.com/Sabrina-carpenter-safe-and-sound-lyrics
Brand New World,https://genius.com/Taylor-swift-brand-new-world-lyrics
Tennessee,https://genius.com/Taylor-swift-tennessee-lyrics
Blank Space,https://genius.com/Kidz-bop-kids-blank-space-lyrics
Wi$h Li$t (Settled Down Acoustic Version),https://genius.com/Taylor-swift-wi-h-li-t-settled-down-acoustic-version-lyrics
Nashville (Live/2011),https://genius.com/Taylor-swift-nashville-live-2011-lyrics
Tim McGraw (Demo),https://genius.com/Taylor-swift-tim-mcgraw-demo-lyrics
Look What You Made Me Do,https://genius.com/Our-last-night-look-what-you-made-me-do-lyrics
All You Had To Do Was Stay Speeches,https://genius.com/Taylor-swift-all-you-had-to-do-was-stay-speeches-annotated
Under My Head,https://genius.com/Taylor-swift-under-my-head-lyrics
All You Had to Do Was Stay,https://genius.com/Ryan-adams-all-you-had-to-do-was-stay-lyrics
Never Fade,https://genius.com/Taylor-swift-never-fade-lyrics
Karma (2023),https://genius.com/Kidz-bop-kids-karma-2023-lyrics
The Prophecy (Long Story Short - Live From Lyon),https://genius.com/Taylor-swift-the-prophecy-long-story-short-live-from-lyon-lyrics
Look At You Like That*,https://genius.com/Taylor-swift-look-at-you-like-that-lyrics
Fall Back on You,https://genius.com/Taylor-swift-fall-back-on-you-lyrics
Daylight (Live from Paris),https://genius.com/Taylor-swift-daylight-live-from-paris-lyrics
seven / Wildest Dreams (Spoken Word),https://genius.com/Taylor-swift-seven-wildest-dreams-spoken-word-annotated
Check Out This View,https://genius.com/Taylor-swift-check-out-this-view-lyrics
this is me trying (the long pond studio sessions),https://genius.com/Taylor-swift-this-is-me-trying-the-long-pond-studio-sessions-lyrics
Rain Song,https://genius.com/Taylor-swift-rain-song-lyrics
Just A Dream,https://genius.com/Taylor-swift-just-a-dream-lyrics
...Ready For It?,https://genius.com/Fame-on-fire-ready-for-it-lyrics
Delicate (Seeb Remix),https://genius.com/Taylor-swift-and-seeb-delicate-seeb-remix-lyrics
The Alchemy X Treacherous Mashup (Live From Paris),https://genius.com/Taylor-swift-the-alchemy-x-treacherous-mashup-live-from-paris-lyrics
Bad Blood,https://genius.com/Ryan-adams-bad-blood-lyrics
Crazier,https://genius.com/Arthur-miguel-crazier-lyrics
...Ready For It?,https://genius.com/Kidz-bop-kids-ready-for-it-lyrics
Spinning Around,https://genius.com/Taylor-swift-spinning-around-lyrics
Picture to Burn (Alternate Version) (Rhapsody exclusive),https://genius.com/Taylor-swift-picture-to-burn-alternate-version-rhapsody-exclusive-lyrics
